"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.397517459E0,7.219145775E0,1.830748558E1,7.848458290E0,2.118675038E1
9.399880949E0,7.573283672E0,2.034856415E1,7.226324558E0,2.288314784E1
9.402244387E0,8.070990562E0,2.216232300E1,5.962913990E0,2.432829202E1
9.404607876E0,8.714659691E0,2.353580284E1,4.280759811E0,2.545985494E1
9.406971314E0,9.410971642E0,2.453361130E1,2.407179594E0,2.638671984E1
9.409334803E0,1.018624592E1,2.516770935E1,5.240281820E-1,2.715599023E1
9.411698241E0,1.087298584E1,2.547877502E1,-1.251446247E0,2.773005437E1
9.414061678E0,1.129651546E1,2.539502716E1,-2.967100143E0,2.795214391E1
9.416425168E0,1.138265705E1,2.479203606E1,-4.596612453E0,2.766475699E1
9.418788605E0,1.099023438E1,2.371765900E1,-6.037091732E0,2.682832601E1
9.421152095E0,1.014556789E1,2.220300102E1,-7.204789162E0,2.545220598E1
9.423515532E0,8.987442017E0,2.041556358E1,-8.020741463E0,2.370446464E1
9.425879022E0,7.846065521E0,1.852284050E1,-8.360522270E0,2.178427637E1
9.428242459E0,6.900900364E0,1.666600990E1,-8.231309891E0,1.982757611E1
9.430605949E0,6.144768715E0,1.489771366E1,-7.745566845E0,1.787998492E1
9.432969387E0,5.534598827E0,1.323709488E1,-7.018148899E0,1.597206558E1
9.435332876E0,5.051248550E0,1.172722340E1,-6.065805435E0,1.413636715E1
9.437696314E0,4.589433670E0,1.037767220E1,-4.977071285E0,1.239073122E1
9.440059751E0,4.103690624E0,9.121439934E0,-3.883551121E0,1.072953459E1
9.442423241E0,3.632304668E0,7.999206066E0,-2.842673302E0,9.233727654E0
9.444786678E0,3.139383316E0,6.958328247E0,-1.847259045E0,7.854070637E0
9.447150168E0,2.715853691E0,5.998806477E0,-8.662018180E-1,6.641674940E0
9.449513605E0,2.347358942E0,5.156532764E0,4.546362907E-2,5.665861902E0
9.451877095E0,2.012363911E0,4.412364960E0,8.566305041E-1,4.924671448E0
9.454240532E0,1.636690736E0,3.802195072E0,1.643869162E0,4.453958885E0
9.456604022E0,1.225125194E0,3.280559778E0,2.440679073E0,4.268479652E0
9.458967459E0,7.920243144E-1,2.845066071E0,3.225524902E0,4.373295594E0
9.461330949E0,3.780659735E-1,2.524427891E0,3.907479286E0,4.667340188E0
9.463694387E0,-3.828516230E-2,2.294716835E0,4.457828522E0,5.013923238E0
9.466057824E0,-4.713860750E-1,2.139183521E0,4.800002098E0,5.276204233E0
9.468421314E0,-9.236295223E-1,2.069791555E0,4.955535889E0,5.449262750E0
9.470784751E0,-1.488335729E0,2.103291035E0,4.910071850E0,5.545068258E0
9.473148241E0,-2.014756680E0,2.258824587E0,4.625326157E0,5.527673566E0
9.475511678E0,-2.555534601E0,2.493321180E0,4.211368084E0,5.521143790E0
9.477875168E0,-3.000599623E0,2.782852650E0,3.718446493E0,5.529440414E0
9.480238605E0,-3.460021496E0,3.084348440E0,3.266202927E0,5.670364681E0
9.482602043E0,-3.854837179E0,3.438486099E0,2.900100946E0,5.923980236E0
9.484965532E0,-4.182653904E0,3.873979807E0,2.593819857E0,6.263402803E0
9.487328970E0,-4.457828522E0,4.333401680E0,2.378465652E0,6.656403241E0
9.489692459E0,-4.661218643E0,4.819144726E0,2.242074728E0,7.069513011E0
9.492055897E0,-4.620540619E0,5.343173027E0,2.210968018E0,7.401842553E0
9.494419387E0,-4.479363918E0,5.924628735E0,2.292324066E0,7.773073805E0
9.496782824E0,-4.247260094E0,6.527620316E0,2.404786825E0,8.150585559E0
9.499146314E0,-3.955335855E0,7.140182972E0,2.531606436E0,8.546105882E0
9.501509751E0,-3.661018610E0,7.795815945E0,2.624926329E0,9.003779303E0
9.503873189E0,-3.378665686E0,8.465806961E0,2.699103832E0,9.506336351E0
9.506236678E0,-3.067598581E0,9.099904060E0,2.656033039E0,9.963580003E0
9.508600116E0,-2.799602509E0,9.769894600E0,2.517249346E0,1.047020339E1
9.510963605E0,-2.718246460E0,1.042552853E1,2.419143677E0,1.104231701E1
9.513327043E0,-2.725425005E0,1.109312534E1,2.330609322E0,1.165834942E1
9.515690532E0,-2.823530674E0,1.174158096E1,2.143969059E0,1.226513972E1
9.518053970E0,-3.005385160E0,1.233739376E1,1.895115495E0,1.283881176E1
9.520417459E0,-3.292523861E0,1.293559933E1,1.588834286E0,1.344227800E1
9.522780897E0,-3.605983734E0,1.352423382E1,1.268195987E0,1.405405067E1
9.525144387E0,-3.876372576E0,1.406022549E1,9.499505758E-1,1.461569742E1
9.527507824E0,-4.170690060E0,1.453161144E1,6.317051649E-1,1.513147178E1
9.529871262E0,-4.500899315E0,1.496949863E1,2.919243574E-1,1.563423180E1
9.532234751E0,-4.756931305E0,1.532842159E1,-6.460621208E-2,1.604970647E1
9.534598189E0,-4.948357105E0,1.561316776E1,-4.235295951E-1,1.638403561E1
9.536961678E0,-4.972285271E0,1.577348709E1,-6.795616150E-1,1.655259254E1
9.539325116E0,-4.800002098E0,1.580459309E1,-8.422735929E-1,1.653888169E1
9.541688605E0,-4.467400074E0,1.568495274E1,-9.020941257E-1,1.633368236E1
9.544052043E0,-3.979264021E0,1.544088459E1,-8.853443861E-1,1.596994971E1
9.546415480E0,-3.278167009E0,1.514896011E1,-7.657032609E-1,1.551849455E1
9.548778970E0,-2.148754835E0,1.479721546E1,-5.335994363E-1,1.496193374E1
9.551142407E0,-8.877372146E-1,1.434736443E1,-2.536391914E-1,1.437703990E1
9.553505897E0,2.991028428E-1,1.387597847E1,-7.178467698E-3,1.387920360E1
9.555869334E0,1.356730461E0,1.342852020E1,2.967100143E-1,1.350014478E1
9.558232824E0,2.388036966E0,1.294517040E1,4.689932466E-1,1.317194412E1
9.560596262E0,3.333201885E0,1.243789196E1,5.790630579E-1,1.288979074E1
9.562959751E0,4.101297855E0,1.190907860E1,6.149554253E-1,1.261051019E1
9.565323189E0,4.756931305E0,1.138026428E1,5.982056856E-1,1.234895383E1
9.567686678E0,5.283352375E0,1.086580753E1,5.240281820E-1,1.209355991E1
9.570050116E0,5.721239090E0,1.035852909E1,3.613162339E-1,1.183901394E1
9.572413553E0,6.075376511E0,9.805787086E0,1.890329868E-1,1.153687105E1
9.574777043E0,6.195017815E0,9.315258980E0,-9.571290575E-3,1.118715277E1
9.577140480E0,6.204588890E0,8.865407944E0,-2.751746178E-1,1.082442157E1
9.579503970E0,6.075376511E0,8.434700012E0,-5.024927258E-1,1.040705833E1
9.581867407E0,5.795416355E0,8.047062874E0,-7.561319470E-1,9.945542074E0
9.584230897E0,5.328815937E0,7.695317745E0,-9.619147182E-1,9.409541669E0
9.586594334E0,4.819144726E0,7.317251682E0,-1.100698471E0,8.830507641E0
9.588957772E0,4.311866283E0,6.900900364E0,-1.119840980E0,8.213930880E0
9.591321262E0,3.682554007E0,6.573083878E0,-1.134197950E0,7.619254600E0
9.593684699E0,3.160918713E0,6.264409542E0,-1.055234790E0,7.095615159E0
9.596048189E0,2.732603550E0,5.998806477E0,-9.236295223E-1,6.656267182E0
9.598411626E0,2.416750908E0,5.733202934E0,-7.465606928E-1,6.266390804E0
9.600775116E0,2.139183521E0,5.508277893E0,-5.790630579E-1,5.937385410E0
9.603138553E0,1.966900229E0,5.283352375E0,-3.876372576E-1,5.650908907E0
9.605502043E0,1.823330879E0,5.130211830E0,-1.004985496E-1,5.445521910E0
9.607865480E0,1.674975872E0,5.022534847E0,1.794617027E-1,5.297509506E0
9.610228918E0,1.572084427E0,4.965106964E0,4.307080805E-1,5.225824917E0
9.612592407E0,1.485942841E0,4.936393261E0,6.460621357E-1,5.195517379E0
9.614955845E0,1.435693622E0,4.962714195E0,8.733802438E-1,5.239517288E0
9.617319334E0,1.378265858E0,5.032105923E0,1.079162955E0,5.327879454E0
9.619682772E0,1.342373490E0,5.168497086E0,1.258624673E0,5.486297912E0
9.622046262E0,1.323230863E0,5.340780258E0,1.409372568E0,5.679894781E0
9.624409699E0,1.270588875E0,5.546562672E0,1.512263894E0,5.887758117E0
9.626773189E0,1.244267821E0,5.795416355E0,1.598405480E0,6.139214381E0
9.629136626E0,1.270588875E0,6.037091732E0,1.612762451E0,6.376666480E0
9.631500116E0,1.306481123E0,6.283552170E0,1.593619823E0,6.612831839E0
9.633863553E0,1.359123230E0,6.618547440E0,1.617548108E0,6.947578574E0
9.636226991E0,1.416550994E0,6.924828529E0,1.619940877E0,7.251487801E0
9.638590480E0,1.469193101E0,7.257431030E0,1.622333765E0,7.580290256E0
9.640953918E0,1.548156261E0,7.587640762E0,1.607976794E0,7.909150999E0
9.643317407E0,1.674975872E0,7.901100159E0,1.540977836E0,8.222380469E0
9.645680845E0,1.847259045E0,8.226524353E0,1.395015597E0,8.546001254E0
9.648044334E0,2.033899307E0,8.523234367E0,1.215553880E0,8.846459275E0
9.650407772E0,2.189432621E0,8.836693764E0,1.040877819E0,9.163198050E0
9.652771262E0,2.292324066E0,9.119047165E0,8.398807645E-1,9.440189115E0
9.655134699E0,2.356930256E0,9.358329773E0,6.221339107E-1,9.670600135E0
9.657498137E0,2.421536446E0,9.573683739E0,3.661018610E-1,9.881967904E0
9.659861626E0,2.421536446E0,9.774680138E0,1.076770201E-1,1.007074004E1
9.662225064E0,2.390429735E0,9.963713646E0,-1.363908947E-1,1.024735802E1
9.664588553E0,2.352144718E0,1.014078236E1,-3.876372576E-1,1.041721240E1
9.666951991E0,2.366501570E0,1.026042366E1,-6.747759581E-1,1.055139545E1
9.669315480E0,2.368894339E0,1.022692394E1,-1.098305583E0,1.055499450E1
9.671678918E0,2.328216314E0,1.025803089E1,-1.347159147E0,1.060483978E1
9.674042407E0,2.189432621E0,1.033938694E1,-1.485942841E0,1.067260810E1
9.676405845E0,2.036292076E0,1.038724327E1,-1.593619823E0,1.070424833E1
9.678769282E0,1.911865234E0,1.039920712E1,-1.641476393E0,1.070014869E1
9.681132772E0,1.804188251E0,1.039681435E1,-1.727617979E0,1.069268477E1
9.683496209E0,1.679761529E0,1.034177971E1,-1.744367719E0,1.062152649E1
9.685859699E0,1.473978758E0,1.032742214E1,-1.651047587E0,1.056192310E1
9.688223137E0,1.306481123E0,1.034895802E1,-1.507478237E0,1.053946467E1
9.690586626E0,1.146162033E0,1.035374355E1,-1.325623751E0,1.050099859E1
9.692950064E0,1.067198873E0,1.031067276E1,-1.162911773E0,1.043078377E1
9.695313553E0,9.930213690E-1,1.025324535E1,-1.014556766E0,1.035106068E1
9.697676991E0,8.087740541E-1,1.025324535E1,-7.322037220E-1,1.031112400E1
9.700040480E0,7.082754970E-1,1.025324535E1,-4.259224236E-1,1.028650108E1
9.702403918E0,6.221339107E-1,1.020299530E1,-1.627119333E-1,1.022324014E1
9.704767355E0,4.953143001E-1,1.019342422E1,9.571290761E-2,1.020589999E1
9.707130845E0,3.661018610E-1,1.019103146E1,3.565305769E-1,1.020383588E1
9.709494282E0,2.416750938E-1,1.021974564E1,6.340979934E-1,1.024225014E1
9.711857772E0,1.579262912E-1,1.019342422E1,8.111668825E-1,1.022686804E1
9.714221209E0,1.076770201E-1,1.017428207E1,1.040877819E0,1.022795369E1
9.716584699E0,9.332008660E-2,1.014078236E1,1.275374413E0,1.022109365E1
9.718948137E0,1.220339537E-1,1.009771156E1,1.464407444E0,1.020407567E1
9.721311626E0,1.316052526E-1,1.006899738E1,1.591227055E0,1.019480416E1
9.723675064E0,1.411765367E-1,1.001635551E1,1.670190215E0,1.015563115E1
9.726038501E0,1.316052526E-1,9.987641335E0,1.682154298E0,1.012916297E1
9.728401991E0,1.363908947E-1,9.930213928E0,1.641476393E0,1.006589270E1
9.730765428E0,1.698904037E-1,9.868000984E0,1.572084427E0,9.993885912E0
9.733128918E0,2.464607358E-1,9.817750931E0,1.440479279E0,9.925923473E0
9.735492355E0,3.780659735E-1,9.784252167E0,1.270588875E0,9.873647777E0
9.737855845E0,5.288137794E-1,9.729216576E0,1.033699393E0,9.798256663E0
9.740219282E0,7.058826685E-1,9.657432556E0,7.537391186E-1,9.712486632E0
9.742582772E0,9.236295223E-1,9.580862045E0,4.642075896E-1,9.636467076E0
9.744946209E0,1.129412293E0,9.544969559E0,1.292124242E-1,9.612424869E0
9.747309699E0,1.268195987E0,9.509077072E0,-1.746760458E-1,9.594862143E0
9.749673137E0,1.392622828E0,9.466006279E0,-4.689932466E-1,9.579385569E0
9.752036574E0,1.536192179E0,9.425328255E0,-7.202396393E-1,9.576818065E0
9.754400064E0,1.672582984E0,9.375079155E0,-8.997012973E-1,9.565516475E0
9.756763501E0,1.813759565E0,9.334401131E0,-1.036092162E0,9.565262945E0
9.759126991E0,1.933400750E0,9.291330338E0,-1.141376376E0,9.558744579E0
9.761490428E0,2.041077614E0,9.171689034E0,-1.308874011E0,9.486781790E0
9.763853918E0,2.136790514E0,9.047262192E0,-1.447657704E0,9.408216606E0
9.766217355E0,2.117648125E0,9.078369141E0,-1.409372568E0,9.428019456E0
9.768580845E0,2.132004976E0,9.188439369E0,-1.213161111E0,9.510237807E0
9.770944282E0,2.151147604E0,9.193224907E0,-1.060020447E0,9.500866463E0
9.773307720E0,2.151147604E0,9.181260109E0,-9.595218897E-1,9.478589318E0
9.775671209E0,2.172683001E0,9.133403778E0,-9.188438654E-1,9.433127267E0
9.778034647E0,2.184647083E0,9.099904060E0,-8.709874153E-1,9.398912483E0
9.780398137E0,2.182254314E0,9.042476654E0,-8.446664214E-1,9.340346851E0
9.782761574E0,2.170290232E0,8.963513374E0,-8.614161611E-1,9.262654560E0
9.785125064E0,2.146361828E0,8.884550095E0,-8.781659007E-1,9.182226028E0
9.787488501E0,2.110469580E0,8.843872070E0,-8.853443861E-1,9.135206058E0
9.789851991E0,2.108076811E0,8.793622971E0,-8.566305041E-1,9.083259801E0
9.792215428E0,2.088934183E0,8.776873589E0,-8.494520187E-1,9.061938244E0
9.794578918E0,2.084148407E0,8.707481384E0,-8.853443861E-1,8.997096272E0
9.796942355E0,2.050648928E0,8.666803360E0,-9.212366939E-1,8.953620416E0
9.799305845E0,2.057827473E0,8.628518105E0,-9.714859724E-1,8.923551063E0
9.801669282E0,2.045863390E0,8.475378036E0,-1.186840057E0,8.799214692E0
9.804032720E0,1.962114573E0,8.472985268E0,-1.196411371E0,8.779110041E0
9.806396209E0,1.907079697E0,8.556734085E0,-1.079162955E0,8.832850268E0
9.808759647E0,1.828116536E0,8.606983185E0,-1.038485050E0,8.860057608E0
9.811123137E0,1.737189293E0,8.595019341E0,-1.060020447E0,8.832656874E0
9.813486574E0,1.660618901E0,8.585447311E0,-1.069591761E0,8.809743879E0
9.815850064E0,1.629512191E0,8.566305161E0,-1.074377418E0,8.785851178E0
9.818213501E0,1.607976794E0,8.516056061E0,-1.112662554E0,8.737666631E0
9.820576939E0,1.584048629E0,8.525627136E0,-1.134197950E0,8.745394966E0
9.822940428E0,1.574477315E0,8.535198212E0,-1.131805062E0,8.752689303E0
9.825303918E0,1.572084427E0,8.487341881E0,-1.244267821E0,8.720930229E0
9.827667355E0,1.531406522E0,8.413164139E0,-1.323230863E0,8.653177259E0
9.830030793E0,1.471585870E0,8.427521706E0,-1.229910851E0,8.642995301E0
9.832394282E0,1.404586911E0,8.484949112E0,-1.069591761E0,8.666674816E0
9.834757720E0,1.354337573E0,8.551948547E0,-9.044869542E-1,8.705639027E0
9.837121209E0,1.299302697E0,8.599804878E0,-7.992027402E-1,8.734045824E0
9.839484647E0,1.213161111E0,8.618947029E0,-7.417750359E-1,8.735458659E0
9.841848137E0,1.112662554E0,8.693124771E0,-6.771687865E-1,8.790164607E0
9.844211574E0,1.004985452E0,8.786444664E0,-6.005984545E-1,8.864103118E0
9.846575064E0,9.332008362E-1,8.836693764E0,-6.125625968E-1,8.906921657E0
9.848938501E0,8.422735929E-1,8.872586250E0,-6.652047038E-1,8.937265179E0
9.851301939E0,7.728816867E-1,8.918049812E0,-6.699903607E-1,8.976516342E0
9.853665428E0,7.585247755E-1,9.052047729E0,-6.556333899E-1,9.107402652E0
9.856028866E0,8.398807645E-1,9.097511292E0,-7.944171429E-1,9.170671186E0
9.858392355E0,8.518448472E-1,9.052047729E0,-9.619147182E-1,9.142783365E0
9.860755793E0,8.063812256E-1,9.083154678E0,-8.997012973E-1,9.163155134E0
9.863119282E0,7.992027402E-1,9.186046600E0,-7.106683254E-1,9.248093135E0
9.865482720E0,7.609176040E-1,9.288937569E0,-5.503492355E-1,9.336286255E0
9.867846157E0,7.082754970E-1,9.408578873E0,-4.067798555E-1,9.443965292E0
9.870209647E0,7.010970116E-1,9.487542152E0,-2.823530734E-1,9.517600347E0
9.872573084E0,6.508477330E-1,9.521040916E0,-2.392822653E-1,9.546259943E0
9.874936574E0,6.149554253E-1,9.576076508E0,-2.225325108E-1,9.598381748E0
9.877300012E0,5.982056856E-1,9.623932838E0,-2.249253243E-1,9.645129586E0
9.879663501E0,6.005984545E-1,9.616754532E0,-2.679961324E-1,9.639217196E0
9.882026939E0,5.670989752E-1,9.614361763E0,-3.158525825E-1,9.636250111E0
9.884390428E0,5.479564071E-1,9.674181938E0,-2.608176768E-1,9.693197525E0
9.886753866E0,5.623133183E-1,9.729216576E0,-1.866401732E-1,9.747239917E0
9.889117355E0,5.575276613E-1,9.757930756E0,-1.363908947E-1,9.774796786E0
9.891480793E0,5.862415433E-1,9.827322960E0,-5.024927482E-2,9.844921569E0
9.893844282E0,6.149554253E-1,9.925428391E0,1.172483116E-1,9.945151888E0
9.896207720E0,6.269195080E-1,1.005703354E1,3.397808075E-1,1.008228162E1
9.898571157E0,6.699903607E-1,1.022213840E1,5.814558864E-1,1.026056000E1
9.900934647E0,7.250252366E-1,1.037288570E1,8.398807645E-1,1.043205728E1
9.903298084E0,7.657032609E-1,1.051645565E1,1.079162955E0,1.059937421E1
9.905661574E0,7.920243144E-1,1.060259724E1,1.272981644E0,1.070807419E1
9.908025012E0,7.369893789E-1,1.068634605E1,1.445264935E0,1.080878976E1
9.910388501E0,7.106683254E-1,1.079402256E1,1.593619823E0,1.093414819E1
9.912751939E0,6.963114142E-1,1.087777138E1,1.732403636E0,1.103684656E1
9.915115428E0,6.915257573E-1,1.095912743E1,1.875972986E0,1.114001600E1
9.917478866E0,6.867401004E-1,1.105962658E1,1.983649969E0,1.125707863E1
9.919842355E0,6.699903607E-1,1.112183952E1,2.055434704E0,1.133000500E1
9.922205793E0,6.867401004E-1,1.116969585E1,2.103291035E0,1.138672695E1
9.924569282E0,6.508477330E-1,1.119841003E1,2.088934183E0,1.141015495E1
9.926932720E0,5.982056856E-1,1.122951698E1,2.062613010E0,1.143303434E1
9.929296157E0,5.742774606E-1,1.125823021E1,2.050648928E0,1.145786643E1
9.931659647E0,6.699903607E-1,1.135155106E1,2.086541414E0,1.156115278E1
9.934023084E0,8.638089895E-1,1.147119141E1,2.127219439E0,1.169869483E1
9.936386574E0,1.007378340E0,1.152622700E1,2.093719721E0,1.175807732E1
9.938750012E0,1.071984529E0,1.153101254E1,1.988435626E0,1.175020328E1
9.941113501E0,1.050449133E0,1.154536915E1,1.837687731E0,1.173780594E1
9.943476939E0,9.882357717E-1,1.153819084E1,1.648654819E0,1.169720140E1
9.945840428E0,8.829515576E-1,1.151904774E1,1.438086390E0,1.164199969E1
9.948203866E0,7.345965505E-1,1.149033451E1,1.172483087E0,1.157333728E1
9.950567355E0,6.580262184E-1,1.154776192E1,9.523434043E-1,1.160563491E1
9.952930793E0,6.843472719E-1,1.167458153E1,7.369893789E-1,1.171782140E1
9.955294230E0,7.752745152E-1,1.181815147E1,5.383850932E-1,1.185578396E1
9.957657720E0,7.609176040E-1,1.197607708E1,3.038884699E-1,1.200407289E1
9.960021157E0,6.915257573E-1,1.208136177E1,4.785645381E-2,1.210123136E1
9.962384647E0,6.077769399E-1,1.222493076E1,-2.273181528E-1,1.224214028E1
9.964748084E0,5.383850932E-1,1.241874981E1,-4.378865361E-1,1.243812486E1
9.967111574E0,5.000999570E-1,1.261974621E1,-6.317051649E-1,1.264543972E1
9.969475012E0,5.527420044E-1,1.280877972E1,-8.111668825E-1,1.284633618E1
9.971838501E0,6.412764788E-1,1.301216984E1,-9.690931439E-1,1.306395579E1
9.974201939E0,6.963114142E-1,1.319641685E1,-1.105484009E0,1.326093369E1
9.976565428E0,8.614161611E-1,1.338305664E1,-1.217946768E0,1.346594361E1
9.978928866E0,1.036092162E0,1.352662659E1,-1.323230863E0,1.363062925E1
9.981292303E0,1.136590719E0,1.362233925E1,-1.430907965E0,1.374436112E1
9.983655793E0,1.127019525E0,1.367498112E1,-1.545763373E0,1.380813767E1
9.986019230E0,1.165304661E0,1.369890976E1,-1.639083505E0,1.384574513E1
9.988382720E0,1.196411371E0,1.372523022E1,-1.751546144E0,1.388816973E1
9.990746157E0,1.203589797E0,1.374676609E1,-1.782652855E0,1.391402377E1
9.993109647E0,1.165304661E0,1.373240948E1,-1.797009826E0,1.389842615E1
9.995473084E0,1.146162033E0,1.373240948E1,-1.797009826E0,1.389683424E1
9.997836574E0,1.117448211E0,1.372523022E1,-1.749153376E0,1.388128858E1
1.000020001E1,1.170090318E0,1.375872993E1,-1.658226132E0,1.390760492E1
1.000256345E1,1.311266780E0,1.373480225E1,-1.550549030E0,1.388410658E1
1.000492694E1,1.390229940E0,1.370369530E1,-1.464407444E0,1.385166031E1
1.000729038E1,1.392622828E0,1.370608807E1,-1.383051515E0,1.384590481E1
1.000965387E1,1.316052437E0,1.369651699E1,-1.296909928E0,1.382058418E1
1.001201730E1,1.189232826E0,1.372044468E1,-1.220339537E0,1.382584918E1
1.001438079E1,1.091127157E0,1.374676609E1,-1.148554921E0,1.383774963E1
1.001674423E1,1.004985452E0,1.376830196E1,-1.100698471E0,1.384874261E1
1.001910772E1,8.925228715E-1,1.375872993E1,-1.071984529E0,1.382925874E1
1.002147116E1,7.393822074E-1,1.375155163E1,-1.079162955E0,1.381363279E1
1.002383465E1,6.771687865E-1,1.371326637E1,-1.112662554E0,1.377498639E1
1.002619808E1,6.460621357E-1,1.367498112E1,-1.107876897E0,1.373498803E1
1.002856152E1,7.082754970E-1,1.359601784E1,-1.076770186E0,1.365696852E1
1.003092501E1,8.470591903E-1,1.351466274E1,-1.031306505E0,1.358039806E1
1.003328845E1,1.093519926E0,1.342373466E1,-9.475577474E-1,1.350149265E1
1.003565194E1,1.339980721E0,1.333998585E1,-8.542376757E-1,1.343430284E1
1.003801538E1,1.564906001E0,1.322991657E1,-6.771687865E-1,1.333934709E1
1.004037887E1,1.713261008E0,1.313420391E1,-4.546363056E-1,1.325327393E1
1.004274230E1,1.816152334E0,1.301216984E1,-1.986042857E-1,1.313980277E1
1.004510579E1,1.797009826E0,1.286859989E1,1.268195957E-1,1.299408291E1
1.004746923E1,1.761117458E0,1.278485107E1,4.833501875E-1,1.291462656E1
1.004983272E1,1.708475351E0,1.273460197E1,8.350951076E-1,1.287580519E1
1.005219616E1,1.694118381E0,1.266042423E1,1.165304661E0,1.282631334E1
1.005455965E1,1.653440475E0,1.262453270E1,1.471585870E0,1.281710795E1
1.005692308E1,1.646261930E0,1.261017513E1,1.761117458E0,1.283854470E1
1.005928652E1,1.679761529E0,1.259103298E1,2.021935225E0,1.286250102E1
1.006165001E1,1.751546144E0,1.258146191E1,2.232503414E0,1.289748693E1
1.006401345E1,1.780260086E0,1.254796219E1,2.407179594E0,1.290020134E1
1.006637694E1,1.835294962E0,1.253839111E1,2.533999205E0,1.292287550E1
1.006874038E1,1.969292998E0,1.258624744E1,2.694318295E0,1.302117855E1
1.007110387E1,2.120040894E0,1.259342575E1,2.888136864E0,1.309313866E1
1.007346730E1,2.261217356E0,1.254796219E1,3.043670416E0,1.310833279E1
1.007583079E1,2.426322222E0,1.247378445E1,3.189632654E0,1.310175921E1
1.007819423E1,2.574677229E0,1.235414314E1,3.287738323E0,1.304082202E1
1.008055767E1,2.675175667E0,1.220100307E1,3.321237803E0,1.292484667E1
1.008292116E1,2.801995277E0,1.204307652E1,3.333201885E0,1.280613542E1
1.008528460E1,2.897708178E0,1.183011532E1,3.328416348E0,1.262642849E1
1.008764808E1,3.065205812E0,1.163629627E1,3.318845034E0,1.248253219E1
1.009001152E1,3.309273720E0,1.140897846E1,3.309273720E0,1.233156011E1
1.009237501E1,3.632304668E0,1.119123173E1,3.268595695E0,1.221151189E1
1.009473845E1,3.955335855E0,1.095912743E1,3.184846878E0,1.207851006E1
1.009710194E1,4.252045631E0,1.067438221E1,3.055634499E0,1.188945877E1
1.009946538E1,4.486542225E0,1.041356373E1,2.938386202E0,1.171347447E1
1.010182887E1,4.677968502E0,1.015035343E1,2.768495798E0,1.151423610E1
1.010419230E1,4.826323509E0,9.856036186E0,2.569891453E0,1.127116631E1
1.010655574E1,4.881358147E0,9.607182503E0,2.428714991E0,1.104645959E1
1.010891923E1,4.929214478E0,9.387042999E0,2.342573404E0,1.085824027E1
1.011128267E1,4.962714195E0,9.166903496E0,2.244467735E0,1.066293990E1
1.011364616E1,5.027320385E0,8.989834785E0,2.141576290E0,1.052033406E1
1.011600960E1,5.168497086E0,8.874979019E0,2.009970903E0,1.046511337E1
1.011837308E1,5.350351334E0,8.776873589E0,1.823330879E0,1.043955482E1
1.012073652E1,5.577669621E0,8.707481384E0,1.596012712E0,1.046316812E1
1.012310001E1,5.824130535E0,8.729017258E0,1.392622828E0,1.058563352E1
1.012546345E1,6.044270039E0,8.829515457E0,1.198804140E0,1.076711080E1
1.012782689E1,6.307480335E0,8.982656479E0,1.045663476E0,1.102568990E1
1.013019038E1,6.563512325E0,9.207581520E0,9.332008362E-1,1.134592946E1
1.013255381E1,6.771687984E0,9.458827972E0,8.231309652E-1,1.166202081E1
1.013491730E1,6.994220734E0,9.755537987E0,6.963114142E-1,1.202391345E1
1.013728074E1,7.188039303E0,1.007378292E1,5.647061467E-1,1.238821635E1
1.013964423E1,7.381857872E0,1.044945621E1,4.450650215E-1,1.280160317E1
1.014200767E1,7.582854748E0,1.083948612E1,3.349951804E-1,1.323277625E1
1.014437116E1,7.814958572E0,1.127258778E1,2.536391914E-1,1.371893383E1
1.014673460E1,8.001599312E0,1.167458153E1,1.938186288E-1,1.415482289E1
1.014909808E1,8.195417404E0,1.205743313E1,1.722832322E-1,1.457999457E1
1.015146152E1,8.322237015E0,1.248335552E1,1.914258152E-1,1.500434730E1
1.015382501E1,8.420342445E0,1.289013577E1,1.962114573E-1,1.539793057E1
1.015618845E1,8.556734085E0,1.326341629E1,1.507478207E-1,1.578475957E1
1.015855189E1,8.769695282E0,1.355294704E1,1.363908947E-1,1.614337423E1
1.016091538E1,8.915657043E0,1.384008598E1,7.657032460E-2,1.646337704E1
1.016327881E1,9.083154678E0,1.407458305E1,-1.196411345E-2,1.675105161E1
1.016564230E1,9.229117393E0,1.421336651E1,-1.483550072E-1,1.694751913E1
1.016800574E1,9.389435768E0,1.427797318E1,-3.445664644E-1,1.709212532E1
1.017036923E1,9.525827408E0,1.426600838E1,-5.312066078E-1,1.716224237E1
1.017273267E1,9.626325607E0,1.417986679E1,-7.274180651E-1,1.715412207E1
1.017509616E1,9.640682220E0,1.404826164E1,-9.571290612E-1,1.706494960E1
1.017745960E1,9.645467758E0,1.390229988E1,-1.227517962E0,1.696513456E1
1.017982303E1,9.540184021E0,1.378265858E1,-1.485942841E0,1.682809599E1
1.018218652E1,9.312865257E0,1.366062450E1,-1.761117458E0,1.662659484E1
1.018454996E1,8.961120605E0,1.354576874E1,-1.986042738E0,1.636257617E1
1.018691345E1,8.528019905E0,1.343091393E1,-2.158325911E0,1.605537116E1
1.018927689E1,7.989634991E0,1.332323647E1,-2.280359983E0,1.570168586E1
1.019164038E1,7.396214962E0,1.321795273E1,-2.333002090E0,1.532518087E1
