"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.443405637E1,5.551348329E-1,8.484949112E0,2.871387079E-2,8.503138280E0
1.443641980E1,6.149554253E-1,8.461020470E0,1.196411345E-2,8.483347258E0
1.443878329E1,6.053841114E-1,8.520841599E0,6.460621208E-2,8.542564336E0
1.444114673E1,6.388836503E-1,8.640482903E0,7.896314561E-2,8.664430292E0
1.444351022E1,6.867401004E-1,8.769695282E0,-4.785645287E-3,8.796544220E0
1.444587366E1,6.963114142E-1,8.781659126E0,-1.244267747E-1,8.810100375E0
1.444823715E1,6.771687865E-1,8.760123253E0,-1.579262912E-1,8.787676467E0
1.445060058E1,6.125625968E-1,8.819944382E0,-5.982056633E-2,8.841393009E0
1.445296407E1,5.240281820E-1,8.927620888E0,7.896314561E-2,8.943335811E0
1.445532756E1,4.618147612E-1,9.025727272E0,1.435693651E-1,9.038674561E0
1.445769100E1,4.139583111E-1,9.190832138E0,1.914258152E-1,9.202141094E0
1.446005444E1,3.278166950E-1,9.367900848E0,2.416750938E-1,9.376749807E0
1.446241793E1,2.105683982E-1,9.552147865E0,2.871387303E-1,9.558782168E0
1.446478142E1,9.332008660E-2,9.731609344E0,3.158525825E-1,9.737180902E0
1.446714486E1,-2.632104978E-2,9.968499184E0,3.756731451E-1,9.975610211E0
1.446950835E1,-1.579262912E-1,1.018385315E1,4.067798555E-1,1.019319751E1
1.447187178E1,-3.182454109E-1,1.039681435E1,4.331009090E-1,1.041069667E1
1.447423527E1,-4.570291340E-1,1.065045357E1,5.192425251E-1,1.067289322E1
1.447659871E1,-5.623133183E-1,1.093519974E1,5.790630579E-1,1.096494886E1
1.447896220E1,-6.652047038E-1,1.118166065E1,6.340979934E-1,1.121936328E1
1.448132564E1,-7.274180651E-1,1.146640587E1,7.058826685E-1,1.151111945E1
1.448368913E1,-7.417750359E-1,1.175354481E1,7.561319470E-1,1.180117711E1
1.448605256E1,-6.915257573E-1,1.204786205E1,7.944171429E-1,1.209381191E1
1.448841605E1,-5.886343718E-1,1.233739376E1,7.824530005E-1,1.237618713E1
1.449077954E1,-4.546363056E-1,1.260299683E1,7.298108935E-1,1.263229382E1
1.449314298E1,-3.182454109E-1,1.281835079E1,6.077769399E-1,1.283669700E1
1.449550647E1,-2.344966233E-1,1.302174091E1,4.594219327E-1,1.303195279E1
1.449786991E1,-1.842473447E-1,1.319402409E1,3.110669553E-1,1.319897653E1
1.450023340E1,-1.411765367E-1,1.336870003E1,1.962114573E-1,1.337088517E1
1.450259683E1,-8.853443712E-2,1.354098320E1,1.220339537E-1,1.354182250E1
1.450496032E1,-1.435693540E-2,1.375155163E1,9.092725813E-2,1.375185973E1
1.450732376E1,3.110669367E-2,1.391665649E1,9.092725813E-2,1.391698830E1
1.450968725E1,1.004985496E-1,1.392383480E1,8.614161611E-2,1.392446394E1
1.451205069E1,1.722832322E-1,1.394537067E1,1.196411327E-1,1.394694801E1
1.451441418E1,2.225325108E-1,1.394776344E1,1.866401732E-1,1.395078709E1
1.451677762E1,2.464607358E-1,1.395254898E1,2.656033039E-1,1.395725299E1
1.451914111E1,2.177468538E-1,1.394297791E1,3.254238665E-1,1.394847473E1
1.452150454E1,1.531406492E-1,1.391187096E1,3.708875179E-1,1.391765652E1
1.452386803E1,1.507478207E-1,1.386640739E1,3.661018610E-1,1.387205859E1
1.452623152E1,1.627119333E-1,1.383769321E1,3.373879790E-1,1.384276198E1
1.452859496E1,1.770688742E-1,1.381376553E1,2.679961324E-1,1.381749953E1
1.453095845E1,2.225325108E-1,1.378505135E1,1.459621787E-1,1.378762004E1
1.453332189E1,3.541377485E-1,1.377308750E1,2.632104978E-2,1.377766474E1
1.453568538E1,4.666004181E-1,1.374437332E1,-1.651047617E-1,1.375328228E1
1.453804881E1,5.503492355E-1,1.369651699E1,-3.924229145E-1,1.371318554E1
1.454041230E1,6.723831892E-1,1.367019558E1,-6.077769399E-1,1.370020946E1
1.454277574E1,8.231309652E-1,1.365344620E1,-7.704889178E-1,1.369991937E1
1.454513923E1,9.547362328E-1,1.369173145E1,-8.829515576E-1,1.375334995E1
1.454750267E1,1.074377418E0,1.372283745E1,-9.140582681E-1,1.379514614E1
1.454986616E1,1.191625714E0,1.378744411E1,-8.709874153E-1,1.386622537E1
1.455222965E1,1.306481123E0,1.386401463E1,-7.609176040E-1,1.394621060E1
1.455459308E1,1.383051515E0,1.391187096E1,-6.245267391E-1,1.399439240E1
1.455695652E1,1.373480201E0,1.399083424E1,-4.713860750E-1,1.406599073E1
1.455932001E1,1.380658627E0,1.413679600E1,-2.823530734E-1,1.420686252E1
1.456168350E1,1.421336651E0,1.431386471E1,-7.896314561E-2,1.438447621E1
1.456404694E1,1.462014675E0,1.454118347E1,1.124626622E-1,1.461492906E1
1.456641043E1,1.517049551E0,1.480200100E1,2.201396823E-1,1.488116711E1
1.456877387E1,1.698904037E0,1.515135288E1,3.158525825E-1,1.524957481E1
1.457113736E1,1.794616938E0,1.543609905E1,2.225325108E-1,1.554166415E1
1.457350079E1,1.828116536E0,1.565384579E1,-2.392822690E-2,1.576024970E1
1.457586428E1,1.907079697E0,1.587398529E1,-3.182454109E-1,1.599129895E1
1.457822772E1,2.170290232E0,1.610130310E1,-5.982056856E-1,1.625792026E1
1.458059121E1,2.447857618E0,1.622094536E1,-8.901300430E-1,1.642873722E1
1.458295465E1,2.560320139E0,1.618265915E1,-1.098305583E0,1.642071775E1
1.458531814E1,2.572284460E0,1.612044525E1,-1.122233868E0,1.636290962E1
1.458768157E1,2.548356056E0,1.601994705E1,-8.949156404E-1,1.624603632E1
1.459004506E1,2.490928411E0,1.592662716E1,-4.929214716E-1,1.612777569E1
1.459240850E1,2.392822742E0,1.577348709E1,5.024927482E-2,1.595402835E1
1.459477199E1,2.234896421E0,1.553420448E1,6.197410822E-1,1.570637928E1
1.459713548E1,2.007578135E0,1.524228001E1,1.234696507E0,1.542342197E1
1.459949892E1,1.828116536E0,1.494796276E1,1.907079697E0,1.517960980E1
1.460186241E1,1.710868239E0,1.464168167E1,2.469393015E0,1.494669911E1
1.460422584E1,1.653440475E0,1.425404453E1,2.967100143E0,1.465316806E1
1.460658933E1,1.533799291E0,1.386880016E1,3.326023579E0,1.434428775E1
1.460895277E1,1.426122308E0,1.345484161E1,3.574877024E0,1.399451083E1
1.461131626E1,1.356730461E0,1.306002617E1,3.706482172E0,1.364342373E1
1.461367970E1,1.246660590E0,1.266760349E1,3.716053486E0,1.326014308E1
1.461604319E1,1.158126116E0,1.232542896E1,3.675375462E0,1.291378488E1
1.461840663E1,1.167697430E0,1.196650600E1,3.567698479E0,1.254150133E1
1.462077012E1,1.251446247E0,1.157647610E1,3.440878868E0,1.214168703E1
1.462313361E1,1.268195987E0,1.118166065E1,3.347558975E0,1.174069875E1
1.462549704E1,1.253839016E0,1.082512951E1,3.335594654E0,1.139656671E1
1.462786048E1,1.330409408E0,1.051406288E1,3.471985579E0,1.115213842E1
1.463022397E1,1.507478237E0,1.023649502E1,3.675375462E0,1.098028714E1
1.463258746E1,1.730010748E0,9.963713646E0,3.893122435E0,1.083627838E1
1.463495090E1,1.966900229E0,9.722038269E0,4.084548473E0,1.072708072E1
1.463731439E1,2.160718918E0,9.540184021E0,4.237689018E0,1.066029200E1
1.463967782E1,2.469393015E0,9.446864128E0,4.362115860E0,1.069435358E1
1.464204131E1,2.782852650E0,9.399007797E0,4.498506546E0,1.078527596E1
1.464440475E1,3.036491871E0,9.377471924E0,4.587040901E0,1.087189987E1
1.464676824E1,3.247060299E0,9.413364410E0,4.677968502E0,1.100173711E1
1.464913168E1,3.409772158E0,9.489934921E0,4.764110088E0,1.115267483E1
1.465149517E1,3.601198196E0,9.652647018E0,4.790431023E0,1.136179793E1
1.465385861E1,3.763910055E0,9.944570541E0,4.742574692E0,1.164274525E1
1.465622210E1,3.962514400E0,1.034656525E1,4.639683247E0,1.201164408E1
1.465858553E1,4.199403763E0,1.084666538E1,4.465006828E0,1.245878918E1
1.466094902E1,4.493721008E0,1.142572784E1,4.240081787E0,1.298919085E1
1.466331251E1,4.723432064E0,1.198086262E1,3.830909014E0,1.343606131E1
1.466567595E1,4.835894585E0,1.253121185E1,3.297309637E0,1.383074104E1
1.466803944E1,4.936393261E0,1.306481171E1,2.691925526E0,1.422335215E1
1.467040288E1,5.075176716E0,1.363191032E1,2.033899307E0,1.468751661E1
1.467276637E1,5.307280540E0,1.418943787E1,1.347159147E0,1.520928044E1
1.467512980E1,5.618347645E0,1.473739433E1,6.149554253E-1,1.578400431E1
1.467749329E1,5.972485542E0,1.523749447E1,-1.507478207E-1,1.636687344E1
1.467985673E1,6.288337708E0,1.567059517E1,-8.925228715E-1,1.690879479E1
1.468222022E1,6.561119556E0,1.601755524E1,-1.586441398E0,1.738180548E1
1.468458366E1,6.776473522E0,1.622812271E1,-2.254039049E0,1.773000993E1
1.468694715E1,6.922435760E0,1.634058571E1,-2.785245657E0,1.796364249E1
1.468931058E1,6.936792850E0,1.627358627E1,-3.172882795E0,1.797264284E1
1.469167407E1,6.726224422E0,1.617548180E1,-3.538984776E0,1.787212129E1
1.469403756E1,6.355337143E0,1.598166275E1,-3.763910055E0,1.760598970E1
1.469640100E1,5.950950146E0,1.576152229E1,-3.943371773E0,1.730287761E1
1.469876449E1,5.623133183E0,1.553420448E1,-4.031906128E0,1.700551095E1
1.470112793E1,5.391029358E0,1.543370628E1,-4.156332970E0,1.686824208E1
1.470349142E1,5.175675392E0,1.542652798E1,-4.342973232E0,1.684122316E1
1.470585486E1,5.027320385E0,1.551027679E1,-4.515256405E0,1.691833848E1
1.470821834E1,4.902893543E0,1.560598946E1,-4.505684853E0,1.696721745E1
1.471058178E1,4.843072891E0,1.563709641E1,-4.342973232E0,1.693622022E1
1.471294527E1,4.833501816E0,1.570648766E1,-4.086941242E0,1.693397718E1
1.471530871E1,4.835894585E0,1.574955845E1,-3.742374659E0,1.689496481E1
1.471767220E1,4.857429981E0,1.573759460E1,-3.328416348E0,1.680312070E1
1.472003564E1,4.941178799E0,1.567777443E1,-2.871387243E0,1.668690276E1
1.472239913E1,5.044070244E0,1.557488251E1,-2.397608280E0,1.654594014E1
1.472476256E1,5.185246468E0,1.542652798E1,-1.911865234E0,1.638657301E1
1.472712605E1,5.324030399E0,1.525185108E1,-1.450050473E0,1.621933746E1
1.472948954E1,5.450850010E0,1.502214050E1,-9.499505758E-1,1.600871254E1
1.473185298E1,5.594419479E0,1.479960823E1,-4.283152521E-1,1.582748834E1
1.473421647E1,5.666203976E0,1.456271839E1,6.699903309E-2,1.562635989E1
1.473657991E1,5.692524910E0,1.431147194E1,5.216353536E-1,1.541087838E1
1.473894340E1,5.639883041E0,1.408893967E1,9.810572863E-1,1.520753021E1
1.474130683E1,5.572884083E0,1.390708542E1,1.361516118E0,1.504386214E1
1.474367032E1,5.465207100E0,1.370848083E1,1.655833244E0,1.485034408E1
1.474603376E1,5.283352375E0,1.349312687E1,1.885544300E0,1.461278763E1
1.474839725E1,5.046463013E0,1.324427319E1,2.072184324E0,1.432380917E1
1.475076069E1,4.788038254E0,1.295474148E1,2.199003935E0,1.398521560E1
1.475312418E1,4.469792843E0,1.270110226E1,2.342573404E0,1.366691980E1
1.475548762E1,4.134797573E0,1.244507027E1,2.533999205E0,1.335655183E1
1.475785110E1,3.799802303E0,1.215553856E1,2.734996319E0,1.302596715E1
1.476021460E1,3.383451223E0,1.181336498E1,2.979064226E0,1.264429350E1
1.476257803E1,2.825923443E0,1.144965649E1,3.230310678E0,1.222764834E1
1.476494152E1,2.215753794E0,1.111226845E1,3.438486099E0,1.184125253E1
1.476730496E1,1.648654819E0,1.079641533E1,3.747160196E0,1.154650840E1
1.476966845E1,1.076770186E0,1.047338486E1,4.362115860E0,1.139645906E1
1.477203189E1,6.005984545E-1,1.016231823E1,4.984249592E0,1.133473309E1
1.477439538E1,3.828516304E-1,9.798608780E0,5.352744102E0,1.117189236E1
1.477675881E1,3.948157430E-1,9.401400566E0,5.465207100E0,1.088166810E1
1.477912230E1,4.522434771E-1,8.970691681E0,5.560919762E0,1.056416878E1
1.478148574E1,4.498506486E-1,8.559126854E0,5.764309883E0,1.032900220E1
1.478384923E1,3.445664644E-1,8.183453560E0,5.955735683E0,1.012711340E1
1.478621267E1,1.579262912E-1,7.793423176E0,6.025127411E0,9.852134075E0
1.478857616E1,5.024927482E-2,7.396214962E0,6.120840549E0,9.600583825E0
1.479093960E1,0.000000000E0,7.013363361E0,6.247660160E0,9.392578087E0
1.479330308E1,-2.153540403E-2,6.666403770E0,6.364908218E0,9.217020106E0
1.479566657E1,-3.828516230E-2,6.326622963E0,6.376872540E0,8.982879675E0
1.479803001E1,-1.914258115E-2,5.991627693E0,6.297909260E0,8.692734316E0
1.480039350E1,-2.392822644E-3,5.716453075E0,6.123233318E0,8.376862644E0
1.480275694E1,2.153540403E-2,5.501099110E0,5.907878876E0,8.072520548E0
1.480512043E1,8.853443712E-2,5.266602516E0,5.642275810E0,7.718822237E0
1.480748387E1,1.818545163E-1,5.017749310E0,5.309673309E0,7.307770512E0
1.480984736E1,3.373879790E-1,4.826323509E0,4.950749874E0,6.922221723E0
1.481221079E1,5.335994363E-1,4.632504463E0,4.527220249E0,6.499272970E0
1.481457428E1,7.728816867E-1,4.479363918E0,4.082155228E0,6.109503950E0
1.481693772E1,1.019342422E0,4.331008911E0,3.646661758E0,5.752811412E0
1.481930121E1,1.249053478E0,4.199403763E0,3.182454109E0,5.415084553E0
1.482166470E1,1.481157184E0,4.098905087E0,2.687139750E0,5.120114212E0
1.482402814E1,1.679761529E0,4.027120590E0,2.194218397E0,4.884044780E0
1.482639163E1,1.864008784E0,3.921836376E0,1.674975872E0,4.654124352E0
1.482875506E1,1.983649969E0,3.833301783E0,1.146162033E0,4.465731425E0
1.483111855E1,2.120040894E0,3.744767427E0,6.101697683E-1,4.346281586E0
1.483348199E1,2.246860504E0,3.665804386E0,7.657032460E-2,4.300275216E0
1.483584548E1,2.292324066E0,3.610769272E0,-4.498506486E-1,4.300554611E0
1.483820892E1,2.349751949E0,3.570091486E0,-9.810572863E-1,4.385129512E0
1.484057241E1,2.378465652E0,3.550948858E0,-1.483550072E0,4.524075316E0
1.484293585E1,2.388036966E0,3.543770313E0,-1.954936147E0,4.699234398E0
1.484529933E1,2.385644197E0,3.517449379E0,-2.373680115E0,4.868070014E0
1.484766277E1,2.368894339E0,3.493520975E0,-2.792423964E0,5.061025665E0
1.485002626E1,2.301895380E0,3.471985579E0,-3.125026464E0,5.207609490E0
1.485238970E1,2.254039049E0,3.462414265E0,-3.450450182E0,5.382806985E0
1.485475319E1,2.232503414E0,3.457628727E0,-3.704089403E0,5.537106303E0
1.485711668E1,2.196611166E0,3.424129248E0,-3.862015724E0,5.609360674E0
1.485948012E1,2.189432621E0,3.395415306E0,-3.998406649E0,5.684163618E0
1.486184360E1,2.251646042E0,3.381058455E0,-4.091726780E0,5.765734490E0
1.486420704E1,2.344966173E0,3.369094372E0,-4.046263218E0,5.763845007E0
1.486657053E1,2.292324066E0,3.273381472E0,-3.940979004E0,5.612583308E0
1.486893397E1,2.143969059E0,3.180061340E0,-3.806980848E0,5.403933441E0
1.487129746E1,2.002792597E0,3.115455151E0,-3.615555048E0,5.175855223E0
1.487366090E1,1.806581140E0,3.062813044E0,-3.359523058E0,4.891927466E0
1.487602439E1,1.612762451E0,2.976671457E0,-3.050848961E0,4.557329818E0
1.487838782E1,1.402194023E0,2.828316450E0,-2.694318295E0,4.150285905E0
1.488075131E1,1.205982566E0,2.699103832E0,-2.342573404E0,3.771896817E0
1.488311480E1,1.004985452E0,2.562713146E0,-1.988435626E0,3.395787194E0
1.488547824E1,8.590233326E-1,2.416750908E0,-1.639083505E0,3.043879231E0
1.488784173E1,7.561319470E-1,2.285145521E0,-1.287338614E0,2.729627499E0
1.489020517E1,6.795616150E-1,2.143969059E0,-9.236295223E-1,2.431357401E0
1.489256866E1,6.173482537E-1,2.012363911E0,-6.005984545E-1,2.188937157E0
1.489493210E1,5.742774606E-1,1.861616015E0,-3.062812984E-1,1.972109790E0
1.489729558E1,5.240281820E-1,1.753939033E0,-1.196411345E-2,1.830587557E0
1.489965902E1,4.785645306E-1,1.660618901E0,1.962114573E-1,1.739303907E0
1.490202251E1,4.761717021E-1,1.569691658E0,4.043870270E-1,1.689437853E0
1.490438595E1,4.857429862E-1,1.469193101E0,5.575276613E-1,1.644783180E0
1.490674944E1,5.766702294E-1,1.395015597E0,6.699903607E-1,1.651515714E0
1.490911288E1,6.604190469E-1,1.335195065E0,7.298108935E-1,1.658771569E0
1.491147637E1,7.322037220E-1,1.253839016E0,7.513462901E-1,1.634856512E0
1.491383980E1,7.776673436E-1,1.158126116E0,7.034898400E-1,1.562344569E0
1.491620329E1,8.422735929E-1,1.107876897E0,6.149554253E-1,1.521507870E0
1.491856678E1,9.786644578E-1,1.091127157E0,4.881358147E-1,1.544868657E0
1.492093022E1,1.124626637E0,1.064806104E0,3.326023519E-1,1.584052220E0
1.492329371E1,1.304088354E0,1.036092162E0,1.028913707E-1,1.668748045E0
1.492565715E1,1.531406522E0,9.978070259E-1,-2.057827413E-1,1.839339918E0
1.492802064E1,1.734796405E0,9.690931439E-1,-5.312066078E-1,2.056900714E0
1.493038407E1,1.933400750E0,9.451649189E-1,-8.877372146E-1,2.327971767E0
1.493274756E1,2.076970100E0,9.475577474E-1,-1.244267821E0,2.599975556E0
1.493511100E1,2.273181438E0,9.810572863E-1,-1.624726534E0,2.961344891E0
1.493747449E1,2.455035925E0,1.009771109E0,-1.981257200E0,3.312434026E0
1.493983793E1,2.620140791E0,1.024128079E0,-2.325823545E0,3.650127567E0
1.494220142E1,2.758924484E0,1.052842021E0,-2.682354212E0,3.989381500E0
1.494456486E1,2.835494757E0,1.088734269E0,-3.022135019E0,4.284702195E0
1.494692835E1,2.892922640E0,1.148554921E0,-3.321237803E0,4.551790895E0
1.494929183E1,2.902493954E0,1.217946768E0,-3.586841106E0,4.772137320E0
1.495165527E1,2.888136864E0,1.301695466E0,-3.854837179E0,4.989540591E0
1.495401876E1,2.830709219E0,1.375872970E0,-4.118047714E0,5.183074193E0
1.495638220E1,2.758924484E0,1.457229018E0,-4.340580463E0,5.345635554E0
1.495874569E1,2.644068956E0,1.550549030E0,-4.529613495E0,5.469250529E0
1.496110913E1,2.500499725E0,1.643869162E0,-4.733003139E0,5.599653866E0
1.496347262E1,2.321038008E0,1.756331801E0,-4.914857864E0,5.712070260E0
1.496583605E1,2.167897224E0,1.885544300E0,-5.065605640E0,5.823694376E0
1.496819954E1,2.017149448E0,2.021935225E0,-5.230710506E0,5.959651529E0
1.497056298E1,1.892722726E0,2.158325911E0,-5.367101192E0,6.086587325E0
1.497292647E1,1.808973908E0,2.306680918E0,-5.493920803E0,6.227064256E0
1.497528996E1,1.758724689E0,2.474178553E0,-5.659025669E0,6.421778848E0
1.497765340E1,1.713261008E0,2.644068956E0,-5.821737289E0,6.619591301E0
1.498001689E1,1.698904037E0,2.818745136E0,-6.013163090E0,6.854905500E0
1.498238032E1,1.694118381E0,3.007778168E0,-6.185446739E0,7.083538519E0
1.498474381E1,1.674975872E0,3.230310678E0,-6.364908218E0,7.331610183E0
1.498710725E1,1.677368641E0,3.464807272E0,-6.551548481E0,7.598765853E0
1.498947074E1,1.670190215E0,3.732803345E0,-6.738188744E0,7.882039312E0
1.499183418E1,1.679761529E0,4.007977962E0,-6.929614544E0,8.179550346E0
1.499419767E1,1.660618901E0,4.340580463E0,-7.109076023E0,8.493365399E0
1.499656111E1,1.653440475E0,4.725824833E0,-7.310073376E0,8.860274178E0
1.499892460E1,1.639083505E0,5.103890896E0,-7.520641804E0,9.235602317E0
1.500128803E1,1.572084427E0,5.513063431E0,-7.755138397E0,9.644039060E0
1.500365152E1,1.562513232E0,5.962913990E0,-8.001599312E0,1.010066247E1
1.500601501E1,1.550549030E0,6.400800705E0,-8.281558990E0,1.058105247E1
1.500837845E1,1.545763373E0,6.893722057E0,-8.559126854E0,1.109826296E1
1.501074194E1,1.548156261E0,7.444071293E0,-8.848658562E0,1.166660806E1
1.501310538E1,1.555334687E0,8.037490845E0,-9.233902931E0,1.234039255E1
1.501546887E1,1.600798368E0,8.669196129E0,-9.588040352E0,1.302490056E1
1.501783230E1,1.579262972E0,9.391828537E0,-9.860821724E0,1.370898683E1
1.502019579E1,1.574477315E0,1.020060253E1,-1.007617569E1,1.442430544E1
1.502255923E1,1.579262972E0,1.110269737E1,-1.021496010E1,1.516935629E1
1.502492272E1,1.603191137E0,1.213400364E1,-1.030827999E1,1.600202808E1
1.502728616E1,1.660618901E0,1.321555901E1,-1.034177971E1,1.686300870E1
1.502964965E1,1.804188251E0,1.443350601E1,-1.022931671E1,1.778257887E1
1.503201314E1,1.947757602E0,1.576870155E1,-9.958928108E0,1.875169212E1
1.503437657E1,2.201396942E0,1.717807388E1,-9.667003632E0,1.983389347E1
1.503674006E1,2.519642353E0,1.863530350E1,-9.408578873E0,2.102723212E1
1.503910350E1,2.878565550E0,2.008056831E1,-9.183652878E0,2.226779836E1
1.504146699E1,3.335594654E0,2.154497528E1,-9.071190834E0,2.361352694E1
1.504383043E1,3.830909014E0,2.295674133E1,-9.097511292E0,2.498904857E1
1.504619392E1,4.378865242E0,2.421536446E1,-9.224330902E0,2.628015634E1
1.504855736E1,4.977071285E0,2.536631203E1,-9.253045082E0,2.745614444E1
1.505092084E1,5.584847927E0,2.632583427E1,-9.114261627E0,2.841319837E1
1.505328433E1,6.173482418E0,2.710589409E1,-8.810373306E0,2.916271691E1
1.505564777E1,6.781259537E0,2.772324371E1,-8.451449394E0,2.976559624E1
1.505801126E1,7.444071293E0,2.811087990E1,-7.982456207E0,3.015551978E1
1.506037470E1,7.893921852E0,2.812763023E1,-7.429714203E0,3.014429030E1
1.506273819E1,8.102097511E0,2.777588463E1,-6.817151546E0,2.972570110E1
1.506510163E1,7.984848976E0,2.703889656E1,-6.250052929E0,2.887772328E1
1.506746512E1,7.530212879E0,2.594298363E1,-5.778666496E0,2.762490709E1
1.506982855E1,6.817151546E0,2.448575401E1,-5.398207664E0,2.598396334E1
1.507219204E1,5.979663849E0,2.276292229E1,-5.067998409E0,2.407470911E1
1.507455548E1,5.146961689E0,2.105205345E1,-4.816751957E0,2.220092945E1
1.507691897E1,4.390829563E0,1.941057777E1,-4.642076015E0,2.043523387E1
1.507928241E1,3.742374659E0,1.789352798E1,-4.529613495E0,1.883351030E1
1.508164590E1,3.251846075E0,1.645065498E1,-4.491328239E0,1.736002827E1
1.508400939E1,2.864208698E0,1.506760406E1,-4.503292084E0,1.598486857E1
1.508637282E1,2.550748825E0,1.373480225E1,-4.642076015E0,1.472073307E1
1.508873631E1,2.354537487E0,1.245224857E1,-4.843072891E0,1.356678651E1
1.509109975E1,2.184647083E0,1.120080280E1,-5.005784988E0,1.246148264E1
1.509346324E1,2.182254314E0,1.000199890E1,-5.216353416E0,1.148967184E1
1.509582668E1,2.203789711E0,8.872586250E0,-5.367101192E0,1.060119102E1
1.509819017E1,2.289931297E0,7.786244869E0,-5.434100151E0,9.767232922E0
1.510055361E1,2.455035925E0,6.778866768E0,-5.527420521E0,9.084746208E0
1.510291710E1,2.653640270E0,5.824130535E0,-5.682953835E0,8.559104361E0
1.510528058E1,2.866601467E0,4.910071850E0,-5.874379635E0,8.175239791E0
1.510764402E1,3.029313564E0,4.055834293E0,-6.077769279E0,7.909855365E0
1.511000751E1,3.153740168E0,3.290131092E0,-6.285944939E0,7.764286408E0
1.511237095E1,3.172882795E0,2.622533560E0,-6.489335060E0,7.684812101E0
1.511473444E1,3.069991350E0,2.065006018E0,-6.709474564E0,7.661993583E0
1.511709788E1,2.871387243E0,1.612762451E0,-6.955935478E0,7.696161758E0
1.511946137E1,2.577069998E0,1.229910851E0,-7.226324558E0,7.770053867E0
1.512182480E1,2.297109842E0,9.260223508E-1,-7.489534855E0,7.888432250E0
1.512418829E1,2.012363911E0,7.058826685E-1,-7.645068169E0,7.936935564E0
1.512655173E1,1.871187329E0,5.168496966E-1,-7.659425259E0,7.901599264E0
1.512891522E1,2.007578135E0,4.331009090E-1,-7.525427341E0,7.800641194E0
1.513127871E1,2.392822742E0,3.876372576E-1,-7.156932354E0,7.556291686E0
1.513364215E1,2.957528830E0,4.139583111E-1,-6.635297298E0,7.276366435E0
1.513600564E1,3.531806231E0,5.455635786E-1,-5.967699528E0,6.955913493E0
1.513836907E1,4.113262177E0,7.944171429E-1,-5.197210789E0,6.675404431E0
1.514073256E1,4.627718925E0,1.184447169E0,-4.287938118E0,6.419120723E0
1.514309600E1,4.993820667E0,1.756331801E0,-3.172882795E0,6.171720302E0
1.514545949E1,5.271388054E0,2.514856577E0,-1.902294040E0,6.142536791E0
1.514782293E1,5.520241737E0,3.431307554E0,-4.977070987E-1,6.518792275E0
1.515018642E1,5.778666496E0,4.481756687E0,9.379864931E-1,7.372852103E0
1.515254991E1,5.967699528E0,5.754738331E0,2.407179594E0,8.632784285E0
1.515491334E1,6.070590973E0,7.264609337E0,3.881158352E0,1.023181380E1
1.515727683E1,6.209374905E0,8.934800148E0,5.441278458E0,1.216529908E1
1.515964027E1,6.331408501E0,1.071984577E1,7.116254330E0,1.434025462E1
1.516200376E1,6.415157318E0,1.267717457E1,8.997013092E0,1.681699269E1
1.516436720E1,6.544369698E0,1.470389557E1,1.115055370E1,1.957978977E1
1.516673069E1,6.685546398E0,1.685264969E1,1.341894913E1,2.255607519E1
1.516909413E1,6.692724705E0,1.903969002E1,1.530927944E1,2.533133232E1
1.517145762E1,6.477370739E0,2.106401825E1,1.635255051E1,2.744184951E1
1.517382111E1,6.015556335E0,2.248774719E1,1.604148293E1,2.827038851E1
1.517618454E1,5.534598827E0,2.321516609E1,1.446939850E1,2.790948251E1
1.517854803E1,5.079962254E0,2.322234344E1,1.200239849E1,2.662969810E1
1.518091147E1,4.673182487E0,2.254756737E1,9.075976372E0,2.475085404E1
1.518327496E1,4.484149456E0,2.141815567E1,5.984449387E0,2.268608876E1
1.518563840E1,4.505684853E0,1.994178391E1,3.144168854E0,2.068481905E1
1.518800189E1,4.752145767E0,1.821895218E1,6.652047038E-1,1.884026553E1
1.519036532E1,5.206781864E0,1.637169266E1,-1.256231904E0,1.722559190E1
1.519272881E1,5.718846321E0,1.454118347E1,-2.467000246E0,1.581889093E1
1.519509230E1,6.271588326E0,1.282552910E1,-3.079562664E0,1.460516083E1
1.519745574E1,6.747759819E0,1.127498055E1,-3.304488182E0,1.354906237E1
1.519981923E1,7.063612461E0,9.875179291E0,-3.261417150E0,1.257181884E1
1.520218267E1,7.271788120E0,8.599804878E0,-3.113062143E0,1.168446414E1
1.520454616E1,7.420143127E0,7.424928665E0,-2.935993433E0,1.089991501E1
1.520690960E1,7.513463020E0,6.362515450E0,-2.799602509E0,1.023579521E1
1.520927308E1,7.530212879E0,5.391029358E0,-2.715853691E0,9.651070656E0
1.521163652E1,7.520641804E0,4.524827480E0,-2.703889608E0,9.183960795E0
1.521400001E1,7.465606689E0,3.768695593E0,-2.732603550E0,8.798037956E0
1.521636345E1,7.401000500E0,3.072384357E0,-2.730210543E0,8.465719322E0
1.521872694E1,7.262216568E0,2.493321180E0,-2.687139750E0,8.134934543E0
1.522109043E1,7.042077065E0,1.988435626E0,-2.572284460E0,7.756376278E0
1.522345387E1,6.704689026E0,1.572084427E0,-2.340180635E0,7.273290162E0
1.522581736E1,6.199803352E0,1.308874011E0,-1.964507341E0,6.634003458E0
1.522818079E1,5.527420521E0,1.232303619E0,-1.543370605E0,5.869662907E0
1.523054428E1,4.721039295E0,1.366301775E0,-1.115055323E0,5.039676670E0
